flags-normal/flag-of-Afghanistan.png, Afghanistan
flags-normal/flag-of-Albania.png, Albania
flags-normal/flag-of-Algeria.png, Algeria
flags-normal/flag-of-Andorra.png, Andorra
flags-normal/flag-of-Angola.png, Angola
flags-normal/flag-of-Antigua.png, Antigua and Barbuda
flags-normal/flag-of-Argentina.png, Argentina
flags-normal/flag-of-Armenia.png, Armenia
flags-normal/flag-of-Australia.png, Australia
flags-normal/flag-of-Austria.png, Austria
flags-normal/flag-of-Azerbaijan.png, Azerbaijan
flags-normal/flag-of-Bahamas.png, Bahamas
flags-normal/flag-of-Bahrain.png, Bahrain
flags-normal/flag-of-Bangladesh.png, Bangladesh
flags-normal/flag-of-Barbados.png, Barbados
flags-normal/flag-of-Belarus.png, Belarus
flags-normal/flag-of-Belgium.png, Belgium
flags-normal/flag-of-Belize.png, Belize
flags-normal/flag-of-Benin.png, Benin
flags-normal/flag-of-Bhutan.png, Bhutan
flags-normal/flag-of-Bolivia.png, Bolivia
flags-normal/flag-of-Bosnia-Herzegovina.png, Bosnia and Herzegovina
flags-normal/flag-of-Botswana.png, Botswana
flags-normal/flag-of-Brazil.png, Brazil
flags-normal/flag-of-Brunei.png, Brunei
flags-normal/flag-of-Bulgaria.png, Bulgaria
flags-normal/flag-of-Burkina-Faso.png, Burkina Faso
flags-normal/flag-of-Burundi.png, Burundi
flags-normal/flag-of-Cabo-Verde.png, Cabo Verde
flags-normal/flag-of-Cambodia.png, Cambodia
flags-normal/flag-of-Cameroon.png, Cameroon
flags-normal/flag-of-Canada.png, Canada
flags-normal/flag-of-Central-African-Republic.png, Central African Republic
flags-normal/flag-of-Chad.png, Chad
flags-normal/flag-of-Chile.png, Chile
flags-normal/flag-of-China.png, China
flags-normal/flag-of-Colombia.png, Colombia
flags-normal/flag-of-Comoros.png, Comoros
flags-normal/flag-of-Congo-Democratic-Republic-of.png, Democratic Republic of the Congo
flags-normal/flag-of-Congo.png, Republic of the Congo
flags-normal/flag-of-Costa-Rica.png, Costa Rica
flags-normal/flag-of-Cote-d-Ivoire.png, Cote d'Ivoire
flags-normal/flag-of-Croatia.png, Croatia
flags-normal/flag-of-Cuba.png, Cuba
flags-normal/flag-of-Cyprus.png, Cyprus
flags-normal/flag-of-Czech-Republic.png, Czech Republic
flags-normal/flag-of-Denmark.png, Denmark
flags-normal/flag-of-Djibouti.png, Djibouti
flags-normal/flag-of-Dominica.png, Dominica
flags-normal/flag-of-Dominican-Republic.png, Dominican Republic
flags-normal/flag-of-Ecuador.png, Ecuador
flags-normal/flag-of-Egypt.png, Egypt
flags-normal/flag-of-El-Salvador.png, El Salvador
flags-normal/flag-of-Equatorial-Guinea.png, Equatorial Guinea
flags-normal/flag-of-Eritrea.png, Eritrea
flags-normal/flag-of-Estonia.png, Estonia
flags-normal/flag-of-Eswatini.png, Eswatini (formerly Swaziland)
flags-normal/flag-of-Ethiopia.png, Ethiopia
flags-normal/flag-of-Fiji.png, Fiji
flags-normal/flag-of-Finland.png, Finland
flags-normal/flag-of-France.png, France
flags-normal/flag-of-Gabon.png, Gabon
flags-normal/flag-of-Gambia.png, Gambia
flags-normal/flag-of-Georgia.png, Georgia
flags-normal/flag-of-Germany.png, Germany
flags-normal/flag-of-Ghana.png, Ghana
flags-normal/flag-of-Greece.png, Greece
flags-normal/flag-of-Grenada.png, Grenada
flags-normal/flag-of-Guatemala.png, Guatemala
flags-normal/flag-of-Guinea.png, Guinea
flags-normal/flag-of-Guinea-Bissau.png, Guinea-Bissau
flags-normal/flag-of-Guyana.png, Guyana
